ID,NAME,PositionMain,Position2,Position3,Position4,Position5,side,Position,height,dominanthand,offense,defense,power,stamina,speed,acceleration,reflexes,quickness,dribblingaccuracy,dribblingspeed,passaccuracy,passspeed,3paccuracy,3pspeed,shootccuracy,shootdistance,shoottechnique,freethrow,curve,dunk,jump,technique,mentality,aggressive,alignment,condition,oppositeaccuracy,oppositefrequency,specialabilitiy1,specialabilitiy2,specialabilitiy3,specialabilitiy4,specialabilitiy5,specialabilitiy6,specialabilitiy7,specialabilitiy8,specialabilitiy9,specialabilitiy10,specialabilitiy11,specialabilitiy12,specialabilitiy13,specialabilitiy14,specialabilitiy15,specialabilitiy16,specialabilitiy17,specialabilitiy18,specialabilitiy19,specialabilitiy20,specialabilitiy22
1643,ツシャバ・フェヘル,SB,CMF,WB,DMF,CB,両,B,180,左,71,74,75,77,71,71,78,72,71,75,74,70,77,73,70,75,70,75,76,75,70,70,78,69,79,6,5,5,,,,,,,,,,,,,,,,,,,,,
1644,ドゥメン,SMF,OMF,CMF,,,両,B,168,左,76,71,69,73,73,74,71,80,74,75,82,72,79,76,75,73,73,75,75,67,70,76,66,75,71,5,5,5,,,,,〇,,,,,,,,,,,,,,,,
1645,タディッチ,OMF,ST,WG,SMF,,利,B,181,右,75,68,71,70,69,70,68,75,83,75,84,77,79,74,71,70,80,82,83,65,69,75,67,77,69,4,3,4,,〇,,,,,,,,,,,,,,,,,,,
1646,アントン・ファーディナンド,CB,CMF,SB,,,右,B,183,右,68,80,77,76,75,75,73,73,70,74,76,80,71,75,68,75,70,70,72,74,85,68,74,69,74,5,7,6,,,,,,〇,,,,,,,,,,,,,,,
1647,ラルス・ヤコブセン,SB,WB,,,,左,B,181,左,70,73,74,78,76,71,72,70,71,73,73,67,80,77,70,73,71,78,78,69,74,66,80,70,81,6,5,5,,,,,,,,,,,,〇,,,,,,,,,
1648,アンドリュー・キャロル,CF,,,,,,C,191,右,76,68,84,74,70,74,83,70,72,72,71,71,65,65,80,75,80,70,66,82,79,70,69,78,69,4,4,4,,,〇,,,,,,〇,,,,,,,,,,,,
1649,フェルナンド・ジョレンテ,CF,,,,,,B,195,右,84,65,83,71,68,68,75,69,73,72,71,69,65,70,81,86,81,70,66,83,72,75,72,74,72,4,5,5,,,〇,,,,☆,,☆,,〇,,〇,,,,,,,,
1650,ダメ・エンドイェ,CF,ST,OMF,,,右,B,186,右,74,68,78,76,78,72,69,68,74,71,76,83,71,73,75,86,75,78,75,69,69,76,65,73,65,4,5,5,,,,,,,,,,,,,,,,,,,,,
1651,ジミ・トラオレ,SB,CB,,,,両,B,187,右,68,79,79,74,80,70,76,69,69,70,75,69,81,75,65,76,70,71,72,80,83,74,71,70,70,6,4,4,,,,,,,,,,,,,,,,,,,,,
1652,デモウヘ,CF,WG,,,,逆,B,189,右,80,65,83,70,70,69,76,67,73,69,72,71,68,67,81,74,78,71,67,79,82,72,72,84,74,5,5,5,,,〇,,,,〇,,〇,,,,,,,,,,,,
1653,ホセ・マヌエル・レイ,CB,,,,,右,B,183,右,67,81,83,70,69,69,78,68,67,69,73,71,74,75,71,88,70,80,79,75,71,68,83,65,74,7,4,4,,,,,,,,,,,,,,,,,〇,〇,,,
1654,マロンガ,SMF,WG,OMF,,,両,B,183,右,74,67,74,70,76,80,71,73,82,88,70,68,69,74,71,77,73,74,74,66,71,74,69,80,69,3,3,3,〇,,,,,,,,,,,,,,,,,,,,
1655,バジェノフ,CF,WG,SMF,,,両,C,178,右,75,66,70,75,79,75,81,75,72,82,70,68,72,72,76,73,76,68,72,67,72,72,80,72,73,4,5,5,,,,,,,,,,,,,,〇,,,,,,,
1656,バーネス,OMF,WG,SMF,CMF,,右,B,183,右,73,71,75,75,80,80,69,80,75,81,70,71,73,68,70,76,71,75,76,69,71,76,66,73,74,5,5,6,,,,,,,,,,,,,,,,,,,,,
1657,クアンサー,DMF,CF,ST,SMF,CMF,右,B,172,右,73,71,70,78,76,77,82,78,74,78,67,67,69,73,75,71,78,71,71,77,81,72,71,71,70,5,5,5,,,,,,,,,,,,,,,,,,,,,
1658,パパ,SB,OMF,SMF,WB,,左,B,169,左,73,72,68,79,70,80,71,82,76,78,78,69,76,74,72,69,72,73,72,65,69,77,77,73,76,5,5,5,,,,,,,,,,,,,,,,,,,,,
1659,カモッザト,SB,WB,CB,,,右,B,177,右,69,74,72,78,74,75,75,77,72,77,73,76,76,78,70,69,68,73,77,69,76,72,73,71,76,6,4,4,,,,,,,,,,,,,,,,,,,,,
1660,ビュトネル,SMF,ST,WG,,,両,B,174,左,72,70,72,77,74,74,74,78,82,77,72,72,75,67,70,73,71,76,75,65,70,81,71,78,69,3,5,4,,〇,,,,,,,,,,,,,,,,,,,
1661,マンガヌ,CB,DMF,,,,,B,190,左,70,78,83,77,75,70,82,68,67,76,69,72,68,66,76,81,73,68,72,77,79,71,74,71,72,5,5,5,,,,,,,,,,,,,,,,,,〇,,,〇
1662,テイラー・フレッチャー,WG,OMF,SMF,,,両,C,183,右,73,70,71,76,77,74,71,75,73,75,73,76,70,73,75,75,74,73,73,76,75,68,69,76,73,5,4,4,,,,,,,,,,,,,,,,,,,,,
1663,ロドルフォ・エスピノサ,SB,SMF,WB,,,利,B,172,右,72,72,69,75,75,74,71,76,72,75,75,71,80,76,73,71,69,82,77,69,69,73,74,71,76,5,5,5,,,,,,,,,,,,,,,,,,,,,
1664,ジャックス・ズア,CF,,,,,左,B,186,左,77,66,75,72,82,77,72,73,72,74,66,70,65,72,75,76,78,70,72,74,83,73,69,80,68,4,6,6,,,,,,,,,,,,,,,,,,,,,
1665,エリアンヂロ,CF,,,,,,B,180,右,77,66,75,74,74,73,78,74,71,74,69,72,67,67,81,74,80,70,72,75,77,72,74,73,72,4,5,5,,,〇,,,,,〇,,,,,,,,,,,,,
1666,イオン・ベレス,CF,,,,,,B,182,右,77,68,73,76,74,75,75,78,73,74,71,72,67,69,82,71,78,70,70,72,75,73,70,74,73,4,5,5,,,,,,,,〇,,,,,,,,,,,,,
1667,ミチェル・マルコス,CMF,DMF,,,,,B,183,右,72,72,79,78,73,72,76,75,72,74,75,77,72,72,70,76,70,72,72,73,74,73,74,69,75,5,5,5,,,,,,,,,,,,,,,,,,,,,
1668,アビラ,OMF,CMF,,,,,B,168,右,74,70,69,73,70,74,69,79,75,74,84,76,80,67,79,68,73,80,81,67,70,78,70,71,72,4,5,5,,,,,〇,,,,,,,,,,,〇,,,,,
1669,フェッラーリ,CB,SW,,,,,B,183,右,66,86,78,78,74,76,86,75,69,73,71,73,70,69,65,75,67,68,68,76,88,67,79,65,75,5,7,6,,,,,,,,,,,,,,,,,,〇,〇,,
1670,アヴラーム・パパドプーロス,CB,SB,,,,逆,B,186,右,66,81,82,74,77,74,84,72,72,73,74,73,73,75,66,74,67,70,69,77,75,72,75,67,73,5,5,5,,,,,,,,,,,,,,,,,〇,〇,,,
1671,グラニト・シャカ,OMF,SMF,,,,逆,B,183,右,71,69,74,72,74,70,74,73,73,73,76,71,78,81,71,77,72,78,80,70,71,74,71,70,71,4,4,4,,,,,,,,,,,,,,,,,,,,,
1672,ランヘル,DMF,CMF,,,,,B,165,右,72,74,69,88,69,76,82,85,73,72,80,69,73,68,72,69,71,74,73,66,71,76,74,70,79,5,5,5,,,,,,,,,,,,,,,,,,,,,
1673,ディアーヌ・ファイェ,DMF,CB,,,,,B,187,右,69,81,83,80,72,76,72,69,69,71,75,74,73,66,70,73,71,68,70,76,79,77,81,65,75,6,6,6,,,,,,,,,,,,,,,,,〇,,,,
1674,アチュカロ,CF,ST,,,,,B,174,右,79,65,77,71,72,71,75,74,81,71,74,72,70,68,82,70,76,70,68,76,70,80,72,77,71,4,5,5,,〇,,,,,,,〇,,,,,,,,,,,,
1675,ナターリ,CB,SW,,,,,B,191,右,66,85,86,75,75,71,86,70,71,70,74,73,71,71,66,74,70,67,67,74,84,70,79,67,75,6,5,5,,,,,,,,,,,,,,,,,〇,〇,〇,,
1676,ムニエル,WG,SMF,,,,利,B,174,右,75,69,69,73,70,82,69,80,80,85,70,72,76,80,72,69,72,78,79,66,68,74,72,76,71,4,4,4,〇,,,,,,,,,,,〇,,,,,,,,,
1677,イバン・ベジャ,SMF,,,,,左,B,180,左,72,71,70,75,78,82,68,79,73,83,67,71,71,72,73,78,73,70,73,70,70,72,73,78,72,4,5,5,,,,,,,,,,,,,,,,,,,,,
1678,ジョルディ・アルバ,SMF,WG,OMF,,,両,B,170,右,74,67,68,75,75,82,73,84,79,83,75,72,73,73,73,72,73,75,75,65,69,77,65,77,65,3,4,4,,,,,,,,,,,,,,,,,,,,,
1679,ホエル・サンチェス・アレグリア,SMF,,,,,左,B,170,左,73,68,68,75,78,79,69,82,76,82,73,75,70,73,75,72,75,73,73,66,69,73,75,73,74,5,5,5,,,,,,,,,,,,,,,,,,,,,
1680,フェルナンド・マルケス,SMF,OMF,,,,両,B,177,右,74,68,70,71,77,79,68,80,77,82,73,75,79,72,72,69,73,76,76,66,68,71,72,78,70,4,5,5,,,,,,,,,,,,,,,,,,,,,
1681,カンディア・トラオレ,CF,,,,,右,A,180,右,77,66,75,72,79,76,71,76,72,81,67,71,69,72,78,80,74,70,72,72,73,72,71,78,65,4,4,4,,,,,,,,,,,〇,,,,,,,,,,
1682,イブラヒム・ユジュルメズ,SB,SMF,WB,,,右,B,175,右,73,72,70,79,85,79,72,72,69,80,73,75,72,77,71,69,73,68,74,69,68,69,82,71,79,5,4,4,,,,,,,,,,,,〇,,,,,,,,,
1683,アモアー,ST,CF,WG,,,両,B,175,右,80,65,71,72,82,79,69,80,72,79,65,67,66,72,77,74,80,76,74,70,79,72,68,80,65,4,5,5,,,,,,,,〇,,,,,,,,,,,,,
1684,ジャーヴィス,SMF,ST,,,,左,B,173,左,73,68,69,74,82,84,69,77,72,78,72,73,73,75,73,70,74,73,72,72,80,72,69,73,68,4,6,5,,,,,,,,,,,,,,,,,,,,,
1685,ロージ,SB,SMF,WB,,,利,B,184,右,73,71,73,77,79,76,68,74,73,78,71,71,73,74,71,72,72,72,75,72,75,72,72,71,76,5,5,5,,,,,,,,,,,,〇,,,,,,,,,
1686,トラゴダラ,DMF,SMF,,,,両,B,177,右,72,72,71,76,73,76,75,75,72,75,73,73,69,74,73,75,76,74,75,67,69,76,76,73,76,5,5,5,,,,,,,,,,,,,,,,,,,,,
1687,ピオセル,CMF,SMF,DMF,SB,CB,左,B,180,左,71,72,74,76,69,75,75,76,72,74,78,75,76,75,71,73,71,78,76,70,70,72,79,70,72,6,5,5,,,,,,,,,,,,,,,,,,,,,
1688,レアンドロ・ベニテス,SMF,CMF,WB,DMF,,左,B,180,右,75,71,72,75,69,71,70,71,72,74,75,73,83,83,74,75,71,83,82,67,69,74,71,71,72,5,4,4,,,〇,,,,,,,,,,,,,,,,,,
1689,アレハンドロ・ゲラ,OMF,SMF,,,,逆,B,170,左,72,71,70,84,71,74,72,79,79,74,76,65,73,65,73,71,71,78,77,69,69,79,71,72,76,4,4,4,,,,,,,,,,,,,,,,,,,,,
1690,サミル,OMF,ST,SMF,,,利,A,178,右,74,69,71,73,75,75,68,79,82,74,78,70,76,72,72,72,73,77,77,68,68,80,68,76,70,4,5,5,,〇,,,,,,,,,,,,,,,,,,,
1691,テイモーリアン,CMF,DMF,,,,右,B,180,右,72,74,73,77,70,74,73,72,73,73,75,76,70,72,74,77,73,67,73,74,72,69,87,75,73,5,5,5,,,,,,,,,,,,,,,,,,,,,
1692,バラル,CF,ST,,,,,C,183,右,79,65,75,71,70,72,75,74,77,73,70,71,67,69,82,82,77,70,70,73,71,73,72,78,70,5,5,5,,,,,,,,,,,〇,,,,,,,,,,
1693,オベラル,CF,ST,,,,左,B,180,左,78,66,73,75,72,74,75,76,73,73,68,67,69,65,80,74,78,73,73,74,71,73,72,78,77,4,6,6,,,,〇,,,,,,〇,,,,,,,,,,,
1694,ギャリー・ケイヒル,CB,,,,,,B,188,右,65,83,80,72,72,73,78,67,71,72,73,75,73,72,70,76,73,67,67,83,79,70,72,72,76,6,5,5,,,,,,,,,,,,,,,,,,〇,〇,,
1695,ラッソッティ,DMF,SB,SW,,,右,B,181,右,70,75,75,78,69,71,75,72,70,72,75,78,70,73,73,77,72,72,73,73,76,71,80,71,79,5,5,5,,,,,,,,,,,,,,,,,,,,,
1696,チッパーフィールド,SMF,WG,OMF,SB,CB,利,B,180,右,76,72,70,74,74,70,69,69,74,72,72,74,83,78,73,73,72,79,81,71,68,74,78,73,76,4,4,4,,,〇,,,,,,,,,,,,,,,,,,
1697,トネウ,CB,CF,,,,,B,184,右,69,77,78,75,72,70,76,70,73,71,72,73,71,70,68,75,68,78,66,81,81,73,78,71,76,5,5,5,,,,,,,,,,,,,,,,,,,,〇,
1698,ゴソ,DMF,CMF,,,,左,B,177,左,69,75,76,87,74,76,84,74,73,71,75,72,67,66,72,75,67,70,70,71,79,70,79,71,73,6,5,5,,,,,,,,,,,,,,,,,,,,,
1699,ルベン・ラミレス,CF,,,,,,B,180,右,81,68,75,71,69,71,80,72,72,71,77,72,67,70,78,74,81,72,72,77,73,73,69,78,72,4,5,5,,,〇,,,,,,,,,,,,,,,,,,
1700,ヴィクトル・エルム,CMF,OMF,SMF,,,左,B,192,左,75,71,84,81,69,69,75,67,73,71,75,71,74,72,74,78,73,79,76,76,70,73,69,73,71,4,4,4,,,〇,,,,,,,,,,,,,,,,,,
1701,ディアワラ,CB,,,,,,C,185,右,65,80,83,81,84,74,85,73,65,69,68,69,69,70,69,77,67,70,67,73,86,67,82,65,73,6,5,5,,,,,,,,,,,,,,,,,〇,〇,,,〇
1702,インコーム,SB,SMF,,,,右,B,179,右,73,71,72,77,81,85,71,78,74,84,69,70,71,82,67,71,70,68,72,72,76,66,69,76,65,5,5,5,,,,,,,,,,,,〇,,,,,,,,,
1703,アンラバト,WG,SMF,,,,両,B,179,右,76,66,74,72,85,78,72,81,75,84,68,65,72,73,72,78,72,70,72,66,74,72,69,82,65,5,5,5,,,,,,,,,,,,〇,,,,,,,,,
1704,エヂマール・フラガ,SB,SMF,,,,両,B,180,右,72,72,73,72,78,78,74,74,76,83,73,75,75,76,71,71,70,72,70,69,70,74,72,73,70,4,4,4,,,,,,,,,,,,〇,,,,,,,,,
1705,ディアキテ,DMF,SB,,,,左,B,175,左,70,75,74,83,77,78,75,75,66,79,69,73,74,76,68,72,70,68,70,71,81,72,75,71,72,5,5,4,,,,,,,,,,,,,,,,,,,,,
1706,クリスティアン・ネメト,CF,ST,,,,,B,178,右,76,66,73,73,76,78,76,76,76,79,77,69,68,65,76,74,75,75,72,74,72,74,65,77,68,3,4,4,,,,,,,,,,,,,,,,,,,,,
1707,ヘテマイ,SMF,WG,OMF,,,利,B,176,右,73,71,70,73,79,78,71,79,73,78,73,71,73,71,71,71,71,73,74,71,75,74,74,76,70,4,5,5,,,,,,,,,,,,,,,,,,,,,
1708,ミゲル・サムディオ,SMF,WB,SB,,,左,B,175,左,71,72,70,84,76,80,71,79,72,78,70,71,73,74,72,71,72,75,74,68,73,71,74,73,72,4,4,4,,,,,,,,,,,,,,,,,,,,,
1709,マッコート,SMF,WG,SB,,,両,B,178,右,73,70,72,75,74,78,72,78,76,77,74,74,73,73,75,73,74,76,76,71,69,72,67,73,65,4,6,6,,,,,,,,,,,,,,,,,,,,,
1710,マイノル・フィゲロア,CB,WB,SB,,,両,B,183,右,70,76,78,84,75,72,72,69,72,76,68,71,74,76,67,87,67,74,68,77,74,68,72,73,72,7,4,4,,,,,,,,,,,,,,,,,,,,,
1711,ファイズリン,OMF,ST,SMF,CMF,,利,B,176,右,73,70,71,75,74,75,72,79,77,76,76,75,72,72,72,71,73,74,74,66,73,74,73,74,73,4,5,5,,,,,,,,,,,,,,,,,,,,,
1712,パーナビー,SMF,SB,CB,,,利,B,178,右,70,75,74,79,75,75,75,73,70,75,70,65,73,75,72,70,72,72,73,73,74,71,80,73,81,6,5,5,,,,,,,,,,,,,,,,,,,,,
1713,ベナルアーヌ,CB,,,,,,B,185,右,65,83,79,73,74,73,81,72,74,74,76,73,73,72,72,79,67,72,68,71,77,67,75,65,77,6,6,6,,,,,,,,,,,,,,,,,,〇,〇,〇,
1714,マティアス・キロガ,SMF,OMF,,,,左,B,175,左,73,68,72,71,74,73,70,74,76,74,76,77,76,79,79,73,73,76,75,66,68,77,69,73,71,4,4,4,,,,,,,,,,,,,,,,,,,,,
1715,アヤス,DMF,CMF,,,,左,B,183,左,70,75,77,78,75,73,77,73,72,73,75,75,73,73,71,71,66,73,72,77,84,69,74,70,70,4,5,5,,,,,,,,,,,,,,,,,,,,,
1716,ベン・ワトソン,CMF,,,,,,B,178,左,72,72,72,79,71,71,72,79,70,73,78,76,78,75,73,75,73,77,74,71,72,75,70,72,65,4,4,4,,,,,,,,,,,,,,,,,,,,,
1717,コリソン,SMF,CMF,DMF,,,左,B,183,左,73,72,75,79,74,79,75,73,72,72,74,72,74,72,74,77,74,73,73,71,70,72,67,73,74,5,4,4,,,,,,,,,,,,,,,,,,,,,
1718,ミハエル・フィンク,CMF,DMF,SB,CB,SW,両,B,183,右,70,73,76,83,69,69,70,70,68,71,74,83,73,70,72,83,72,73,70,75,72,71,84,69,81,5,5,5,,,,,,,,,,,,,,,,,,,,,
1719,ウイウソン・マティアス,DMF,CMF,CB,SW,,,B,186,右,72,74,80,79,73,70,76,69,74,71,74,76,71,71,71,82,72,71,70,73,71,73,77,69,76,5,5,5,,,,,,,,,,,,,,,,,,,,,
1720,ウイウソン・マティアス,DMF,CMF,CB,SW,,,B,186,右,72,74,80,79,73,70,76,69,74,71,74,76,71,71,71,82,72,71,70,73,71,73,77,69,76,5,5,5,,,,,,,,,,,,,,,,,,,,,
1721,ケヴィン・トムソン,CMF,,,,,,B,188,右,75,73,78,76,70,70,71,69,72,70,77,75,78,76,71,78,72,80,77,70,69,72,76,67,73,5,4,4,,,〇,,,,,,,,,,,,,,,,,,
1722,ヨーリ,DMF,OMF,CMF,,,,B,181,右,70,73,73,76,70,70,73,72,73,69,79,77,77,75,71,73,72,75,75,73,72,73,76,70,79,5,5,5,,,,,,,,,,,,,,,,,,,,,
1723,ブデル,DMF,OMF,SMF,CMF,,利,B,182,右,72,73,76,78,70,69,75,75,72,68,77,79,81,74,72,72,71,75,76,70,71,74,74,69,76,5,5,5,,,,,,,,,,,,,,,,,,,,,
1724,ミリェヴィッチ,SMF,WG,OMF,,,両,C,181,右,71,68,71,70,77,79,70,81,76,84,74,72,72,73,73,71,75,75,75,71,71,77,65,78,65,3,3,3,,,,,,,,,,,,,,,,,,,,,
1725,コンテント,SB,SMF,,,,利,B,176,右,72,72,70,79,80,82,75,78,72,80,73,72,72,73,70,71,70,72,75,71,68,73,69,72,70,4,4,4,,,,,,,,,,,,〇,,,,,,,,,
1726,ブデブズ,SMF,OMF,CMF,,,両,B,172,左,72,68,72,75,77,76,69,74,75,79,70,73,74,80,71,73,70,79,80,66,72,73,72,73,72,4,4,4,,,,,,,,,,,,,,,,,,,,,
1727,デアク,WG,ST,OMF,SMF,,両,B,177,右,74,67,70,72,78,76,68,81,78,79,74,73,75,74,71,71,73,76,77,65,71,75,72,76,69,4,4,4,,,,,,,,,,,,,,,,,,,,,
1728,シュフチュク,SB,WB,,,,利,B,184,右,72,72,71,85,80,76,68,74,74,77,72,73,78,78,68,74,68,73,74,66,72,71,72,73,72,5,3,3,,,,,,,,,,,,〇,,,,,,,,,
1729,バクスター,CF,ST,SMF,,,右,B,175,右,72,68,71,72,75,79,78,75,72,75,74,74,71,73,76,73,77,75,75,68,76,73,67,76,65,4,5,5,,,,,,,,,,,,,,,,,,,,,
1730,ディアオ,DMF,CMF,WB,CB,,右,B,183,右,71,73,82,83,75,72,70,73,65,74,74,72,72,70,71,78,73,73,67,75,82,72,77,76,70,7,4,4,,,,,,,,,,,,,,,,,,,,,〇
1731,M・D・ラスムッセン,CF,,,,,左,C,185,右,78,65,80,74,76,72,73,70,71,74,69,68,65,66,82,79,82,67,65,83,77,73,72,76,72,4,5,5,,,,,,,,,〇,,,,〇,,,,,,,,〇
1732,バルソラ,SB,SMF,,,,右,A,175,右,73,71,69,77,71,79,72,78,78,74,67,74,73,78,72,70,71,77,75,69,77,76,72,72,69,5,5,5,,,,,,,,,,,,,,,,,,,,,
1733,ルイス・ペラルタ,DMF,CMF,SB,,,左,B,179,右,73,72,72,80,71,74,76,75,72,74,73,77,72,72,73,75,71,73,72,73,76,73,74,69,77,5,5,5,,,,,,,,,,,,,,,,,,,,,
1734,ビジャレアル,DMF,SMF,CMF,,,左,B,172,左,69,76,75,94,75,73,75,75,68,74,75,73,72,70,72,69,72,70,68,70,76,72,80,71,77,5,5,5,,,,,,,,,,,,,,,,,,,,〇,
1735,フアン・ホセ・モラレス,CF,,,,,右,B,179,右,79,65,73,72,74,74,76,73,68,74,69,69,69,69,78,74,80,73,75,75,75,73,77,77,68,4,5,5,,,〇,,,,,,,,,,,〇,,,,,,,
1736,ロベルト・グティエレス,CF,,,,,,C,178,右,78,65,75,71,74,74,76,74,72,74,71,71,67,66,81,72,81,70,72,76,75,74,73,79,70,4,5,5,,,〇,,,,,,,,,,,,,,,,,,
1737,ホルヘ・ダニエル・ヌニェス,SMF,,,,,利,C,172,右,74,70,70,73,75,75,69,76,73,74,72,74,78,77,79,75,75,75,75,69,69,72,72,73,71,5,5,5,,,,,,,〇,,,,,,,,,,,,,,
1738,ザッカルド,CB,WB,DMF,SB,,左,B,182,左,69,82,75,84,71,70,76,75,69,73,67,72,73,73,71,74,72,70,72,74,82,67,74,70,83,6,5,5,,,,,,,,,,,,,,,,,,,〇,〇,
1739,モコチョ,DMF,CMF,,,,,B,167,右,71,72,69,80,74,77,76,80,73,73,76,73,73,73,73,69,71,75,76,72,80,71,69,69,76,4,5,5,,,,,,,,,,,,,,,,,,,,,
1740,カルサダ,DMF,SMF,CMF,,,逆,B,170,左,69,75,69,86,69,76,81,79,72,73,75,77,72,73,70,71,70,73,72,71,75,72,74,70,76,4,5,5,,,,,,,,,,,,,,,,,,,,,
1741,ゴルカ・エルストンド,CMF,DMF,,,,,B,182,右,72,72,75,78,72,71,72,71,72,73,77,76,73,74,70,77,70,78,76,72,72,74,74,70,74,4,5,5,,,,,,,,,,,,,,,,,,,,,
1742,マルコ・クレイトン,OMF,ST,,,,左,B,175,左,78,66,73,71,72,72,74,74,77,73,82,75,72,71,79,69,78,74,72,65,70,83,72,76,65,4,6,6,,,,,,,,,,,,,,,,〇,,,,,
1743,マリオ・スアレス,CMF,DMF,,,,,B,185,左,71,74,77,84,70,70,77,73,72,72,77,76,74,74,71,71,70,72,67,70,73,74,82,70,76,5,5,5,,,,,,,,,,,,,,,,,,,,,
1744,マイケル・ジョンソン,CMF,OMF,,,,,B,183,右,73,71,74,72,73,70,71,69,73,71,77,76,75,79,73,78,74,74,74,70,69,74,73,73,73,3,5,5,,,,,,,,,,,,,,,,,,,,,
1745,インペリアレ,SB,DMF,CB,,,利,B,185,右,68,76,77,72,70,71,75,70,70,70,73,80,76,79,70,82,68,74,73,78,74,69,81,67,72,5,4,4,,,,,,,,,,,,,,,,,,,,,
1746,ラロサ,OMF,,,,,左,B,186,左,75,69,79,70,68,69,68,68,73,69,81,74,76,74,75,84,74,75,74,72,69,76,85,72,71,3,5,5,,,〇,,,,,,,,〇,,,,,,,,,,
1747,ウクラ,WG,ST,SMF,,,両,B,176,右,72,67,69,73,75,79,69,78,82,81,69,66,76,75,72,73,76,78,80,68,73,72,69,76,65,3,5,6,,〇,,,,,,,,,,,,,,,,,,,
1748,ペドロ・シウヴァ,SB,WB,,,,両,B,180,右,72,71,69,71,83,78,68,72,78,81,70,71,72,76,76,77,69,79,76,69,70,70,69,77,69,5,5,5,,,,,,,,,,,,〇,,,,,,,,,
1749,ルドルフ,ST,WG,OMF,,,両,B,177,右,75,66,70,73,75,81,70,84,80,80,72,68,72,69,74,73,73,75,74,71,72,78,68,73,68,4,7,7,,,,,,,,,,,,,,,,,,,,,
1750,ロマン・ポイエ,CF,SMF,,,,右,B,184,右,72,70,71,72,75,77,80,81,74,79,72,73,74,73,76,72,76,72,67,72,72,69,69,72,71,4,5,5,,,,,,,,,,,,,,,,,,,,,
1751,ヴィニャル,SB,SMF,,,,利,B,182,右,73,71,76,78,78,74,71,74,72,78,73,66,76,73,70,72,69,76,76,70,72,72,74,73,72,5,4,4,,,,,,,,,,,,〇,,,,,,,,,
1752,ペニャルバ,DMF,OMF,SMF,CMF,,右,B,193,右,71,70,75,71,69,78,69,69,81,77,79,76,73,73,73,78,79,74,74,66,69,75,70,76,70,5,5,5,,〇,,,,,,,,,,,,,,,,,,,
1753,ダニエル・ビジャルバ,ST,CF,OMF,SMF,,逆,B,158,右,76,66,68,73,78,93,86,92,75,76,73,66,68,67,76,68,77,70,68,65,75,78,65,76,65,4,5,5,,,,,,,,,,,,,,,,,,,,,
1754,デ・ファーウ,SB,WB,DMF,CB,,利,B,185,右,70,78,75,77,73,72,69,74,71,76,70,70,73,72,71,79,72,80,74,71,72,69,78,71,76,6,5,5,,,,,,,,,,,,,,,,,,,,〇,
1755,センドア,OMF,ST,SMF,,,両,B,176,右,76,66,70,75,73,76,71,75,75,76,72,71,76,77,75,71,76,78,82,66,68,75,68,76,68,6,4,4,,,,,,,,,,,,,,,,,,,,,
1756,カルロス・サンチェス,DMF,OMF,CMF,,,右,B,182,右,69,75,77,80,75,71,79,70,73,75,77,77,76,74,69,74,73,68,68,66,80,72,74,70,71,6,5,5,,,,,,,,,,,,,,,,,,,,,
1757,ビクトル・アジャラ,SMF,WB,SB,,,左,C,177,左,71,72,70,81,75,75,71,75,70,75,73,73,77,77,71,76,68,76,76,69,73,72,71,71,72,5,5,5,,,,,,,,,,,,,,,,,,,,,
1758,アルカンタル,SB,WB,,,,右,B,169,右,71,73,68,82,75,77,72,80,72,75,73,70,74,72,71,68,70,74,74,71,71,71,82,71,79,6,5,5,,,,,,,,,,,,〇,,,,,,,,,
1759,フェルナンド・ゴメス,DMF,OMF,,,,,B,182,左,72,72,74,75,70,69,73,69,72,73,75,81,74,74,73,75,73,70,75,73,72,71,73,76,76,5,5,5,,,,〇,,,,,,,,,,,,,,,,,
1760,ベドナージュ,CF,,,,,,B,190,右,78,65,80,75,74,72,75,70,72,72,73,74,66,66,81,76,80,71,68,79,72,70,73,73,71,4,5,5,,,〇,,,,,,〇,,,,,,,,,,,,
1761,ファビオ・モーロ,SB,,,,,両,B,181,右,71,76,74,77,75,75,74,72,69,70,69,77,70,70,68,71,70,65,72,74,84,66,76,76,84,6,5,5,,,,〇,,,,,,,,〇,,,,,,,,〇,
1762,ラグー,DMF,CMF,,,,,C,182,右,69,73,73,78,70,70,70,69,75,70,79,74,83,82,75,74,75,77,75,67,70,73,77,69,72,4,5,4,,,,,,,,,,,,,,,,,,,,,
1763,エクトル・モラレス,DMF,CB,,,,右,B,188,右,70,75,82,72,68,69,76,69,71,68,77,76,74,72,72,85,70,73,72,74,70,76,76,65,81,5,5,5,,,,,,,,,,,,,,,,,,,,,
1764,クリエスタン,CMF,OMF,SMF,DMF,,利,B,185,右,73,70,72,88,71,71,73,72,79,68,70,69,72,72,76,77,73,76,76,73,69,78,71,71,76,5,6,6,,,,,,,,,,,,,,,,,,,,,
1765,マルシャル,CB,,,,,,B,184,右,65,82,78,72,70,71,78,69,66,67,69,73,73,72,69,78,73,79,74,75,79,65,83,71,79,6,6,6,,,,,,,,,,,,,,,,,,〇,〇,〇,
1766,ムルンギ,CF,WG,SMF,,,逆,B,186,右,76,66,78,70,87,86,69,74,73,86,68,65,67,66,72,73,74,70,72,74,82,77,67,73,65,5,5,6,〇,,,,,,,,〇,,,,,,,,,,,,
